text,label,predicted_label,labels
"세면대 물은 졸졸 나와 매우 불편했으며, 화장실 롤 휴지가 교체되어 있지 않아 불편했습니다.",0,0,0
베개 커버를 교체해 주시기 바랍니다.,0,0,0
가성비는 좋으나 다소 춥습니다.,0,0,0
가격 대비 객실이 괜찮고 사장님도 친절하여 좋았습니다.,1,1,1
특히 객실이 깨끗하여 마음에 들었습니다.,1,1,1
잘 쉬고 갑니다.,1,1,1
"새벽 3시에 체크인 후 6시에 입실했는데, 퇴실 확인 전화를 자주 해서 잠을 깨웠습니다.",0,0,0
객실 냉장고에 물만 2개 있었고 냉장고가 고장 났는지 전혀 시원하지 않았습니다.,0,0,0
"가게와 가까워 종종 이용하고 지인들에게도 추천했으나, 다시는 이용하지 않을 것입니다.",0,0,0
좋은 시설 덕분에 편안히 쉬다 갑니다.,1,1,1
항상 깔끔합니다.,1,1,1
"에어드레서 같은 서비스도 좋지만, 깔끔함은 여기가 만족도가 가장 큽니다.",1,1,1
특히 가운은 소독 냄새 없이 깔끔하고 촉감이 좋아 만족도가 큽니다.,1,1,1
"베개, 이불, 화장실 모두 정말 깨끗해서 항상 기분이 좋습니다.",1,1,1
방도 크고 TV도 커서 매번 잘 이용하고 있습니다.,1,1,1
추천합니다.,1,1,1
충전기가 항상 없습니다.,0,0,0
침대 시트에 핏자국이 있었습니다.,0,0,0
흰색 세탁물이라 지워지지 않는다고 해도 아쉬웠습니다.,0,0,0
방음과 수건 상태가 매우 좋지 않았습니다.,0,0,0
늦은 시간에도 친절하게 응대해 주신 프런트 직원분께 감사드립니다.,1,1,1
쾌적한 주차 공간과 깔끔한 건물 외관 및 내부가 좋았습니다.,1,1,1
"비즈니스 방문객에게 스타일러가 있는 방은 좋은 선택지이며, 욕실에는 고데기부터 조적 욕조까지 인테리어에 신경 쓴 느낌이 납니다.",1,1,1
"어메니티는 고객별로 제공되는 호텔식이었고, 수건과 침대 시트 모두 최상 컨디션이었습니다.",1,0,0
"특유의 냄새도 나지 않아 좋았으며, 바로 앞에 호수 공원이 있어 산책하기 좋습니다.",1,1,1
다음 주부터 조식도 제공된다고 하니 다음 출장 때 다시 방문할 예정입니다.,1,1,1
전주를 여행하는 커플이나 비즈니스 방문객 모두에게 좋은 선택지라고 생각합니다.,1,1,1
충전기는 프런트에서 대여 가능합니다.,1,0,0
잘 쉬다 갑니다.,0,1,1
예전만큼은 아닙니다.,0,0,0
너무너무 잘 쉬다 갑니다.,1,1,1
아파서 거의 잠만 자다 가네요.,1,0,0
무지하게 따뜻합니다.,1,1,0
말도 마십시오.,0,0,0
"방이 매우 깔끔하고 좋았으나, 입구 장에 양말이 발견되어 아쉬웠습니다.",1,0,0
그럼에도 불구하고 방이 깔끔하고 예뻐서 다음에도 재방문할 의사가 100%입니다.,1,1,1
입실 시 담배 냄새와 불쾌한 찌든 냄새가 나서 기분이 상했습니다.,0,0,0
"환기도 제대로 안 되었고, 침구에서도 찌든 냄새가 나서 잠을 잘 못 잤습니다.",0,0,0
"바닥 청소가 제대로 안 되어 있었고, 머리카락과 먼지가 많았습니다.",0,0,0
"처음에 건물을 봤을 때는 다소 망설였지만, 연박하는 동안 청소도 깔끔하게 잘 해주시고 물과 수건을 잘 지원해 주셔서 마음에 들었습니다.",1,1,1
건물이 다른 건물과 함께 사용하는 곳인데 위치도 좋습니다.,1,1,1
"주말이라 8만원을 지불하고 갔는데, 어메니티와 수건이 없었습니다.",0,0,0
청소를 했는지 의심스러웠습니다.,0,0,0
12시 퇴실인데 11시부터 방을 빼라고 전화가 왔습니다.,0,0,0
다시는 가지 않을 것입니다.,0,0,0
"청소가 깔끔하게 되어있지 않았고, 머리카락 등이 있었습니다.",0,0,0
정말 친절하시고 객실도 정말 깨끗했습니다.,1,1,1
엘리베이터가 없어 불편한 점과 화장실 방음이 좀 별로인 것을 제외하고는 모두 좋았습니다.,1,0,0
침대는 매우 편안했습니다.,0,0,0
하지만 욕실 슬리퍼 바닥이 너무 더러워서 놀랐습니다.,0,0,0
"또한, 평일 아침에 대만 샌드위치와 두유가 없었고, 프런트에 전화해도 받지 않아 아쉬웠습니다.",0,0,0
그럼에도 불구하고 침구와 침대가 편안해서 좋았습니다.,0,1,1
신규 오픈이라 최고입니다.,1,1,1
방과 욕실 청소에 조금만 더 신경 써 주세요.,0,0,0
직원분들도 친절하시고 방도 쾌적합니다.,1,1,1
잘 쉬다 갑니다.,1,1,1
방음이 취약합니다.,0,0,0
방에 들어서는 순간 매우 춥다는 생각이 들었습니다.,0,0,0
"저는 전기요를 사용하지 않는데, 웃풍이 심하여 추워서 다른 것은 생각할 수도 없었습니다.",0,0,0
전주를 간다면 무조건 라베 호텔을 재방문할 것입니다.,1,1,1
가성비 최고입니다.,1,1,1
"아이들과 부모님과 함께 간 가족여행이었는데, 모텔촌 사이에 있어 분위기를 좀 걱정했지만, 굉장히 깔끔하고 방음도 잘 되며, 조식도 포함되어 있고 보일러도 잘 돌아 온수도 콸콸 나옵니다.",1,1,1
가족여행으로 조용히 쉬고 싶다면 라베를 추천합니다.,1,1,1
사장님의 친절함과 쾌적한 방이 매우 좋습니다.,1,1,1
책상 위에 투명 렌즈가 버려져 있었고 수건이 하나밖에 없어서 요청한 것 외에는 모두 좋았습니다.,0,0,0
매우 좋습니다.,1,1,1
번개 때문에 TV는 나오지 않았지만 잘 챙겨주셔서 좋았습니다.,0,1,1
그런데 주방 냄비에 썩은 쌀이 담겨 있었습니다.,0,0,0
트리플 룸이 2층에 한정되어 있는 점은 아쉬웠습니다.,0,0,0
입실 시간이 한참 지난 17시에 입실했는데도 소독 중이라 1층 로비에서 기다리게 하는 것도 당황스러웠습니다.,0,0,0
"접근성 및 룸 상태는 좋으나, 이런 부분은 개선이 필요할 것 같습니다.",0,0,0
사장님께서 매우 친절하시고 방이 깔끔하여 좋았습니다.,1,1,1
감사합니다.,1,1,1
다시 방문하겠습니다.,1,1,1
좋고 깔끔합니다.,1,1,1
좋아서 자주 이용하는데 이번에 바퀴벌레가 나왔습니다.,0,0,0
리모델링하여 깨끗하긴 하지만 곰팡이 냄새가 많이 납니다.,0,0,0
방이 작습니다.,0,0,0
깔끔하고 좋습니다.,1,1,1
다음에 또 오고 싶습니다.,1,1,1
한옥이라 운치 있고 따뜻합니다.,1,1,1
사장님이 친절하십니다.,1,1,1
너무 시끄럽고 방음도 안 되며 조명이 너무 어두워서 별로였습니다.,0,0,0
"호텔 객실 크기가 크고 청소 상태도 좋았으며, 비품 추가 요청 시 신속하게 가져다주어 좋았습니다.",0,1,1
"그러나 호텔 내 부대시설이 너무 부족하여 불편했고, 편의점도 없어 간단한 물건 구매가 어려웠습니다.",0,0,0
"호텔 밖으로 한참 걸어 나가야 편의점이 하나 있을 뿐, 주변에 상가나 식당이 없어 식사 해결이 난감했습니다.",0,0,0
"아침 조식은 단품으로 제공되며, 룸서비스도 불가능한 점이 투숙객 입장에서 만족도를 떨어뜨렸습니다.",0,0,0
웨딩 전문 호텔이라 일반 호텔과 차이가 컸습니다.,0,0,0
또한 화장실 바닥이 거실 바닥과 단차가 있어 위험했습니다.,0,0,0
재방문 의사는 없습니다.,0,0,0
빔 프로젝터가 있는 방으로 배정받았는데 불편했습니다.,0,0,0
일반실로 입실했다가 너무 별로여서 만 원 더 주고 특실로 변경했습니다.,0,0,0
그래도 컴퓨터와 TV 연결되는 것 빼고는 다를 것이 없더군요.,0,0,0
별로였습니다.,0,0,0
가격도 비싼 편이었지만 주말이라 그러려니 했습니다.,0,0,0
하지만 하루 묵고 다음 날 오전에 잠시 외출한 사이에 청소부께서 퇴실한 줄 알고 잠깐 들어왔다가 나가셨습니다.,0,0,0
"그것까지는 그러려니 할 수 있지만, 화장실 변기에 소변을 누고 커버에 묻히기까지 하고 물조차 내리지 않으셨습니다.",0,0,0
"기분이 너무 불쾌해서 퇴실 후 카운터에 이러한 일을 말했지만, 사과는 일절 없고 청소부에게 전화 후 말 돌리기만 반복하였습니다.",0,0,0
너무 실망스러웠고 다시는 방문하지 않을 예정입니다.,0,0,0
시설도 별로이고 서비스도 엉망이니 방문하지 않는 것을 추천합니다.,0,0,0
근처에 다른 모텔들도 많이 있으니 피하시길 강력히 추천합니다.,0,1,1
여태껏 갔던 곳 중 최고입니다.,1,1,1
객실이 흡연실이라 가족 단위 방문은 적합하지 않습니다.,0,0,0
담배 냄새가 매우 심하게 납니다.,0,0,0
비흡연자에게는 비추천합니다.,0,0,0
시설은 좋고 관리도 잘하는 것 같지만 담배 냄새가 매우 심합니다.,0,0,0
깔끔하고 쾌적하며 최고입니다.,1,1,1
1층에 각종 물품들이 구비되어 있습니다.,1,1,1
문을 열었을 때 냄새가 전혀 나지 않아 매우 좋았습니다.,1,1,0
스타일러도 잘 작동하고 화장실 수압도 적당합니다.,1,1,1
전주에 다시 오게 되면 또 이곳으로 올 것입니다.,1,1,1
"다만 저희는 충전기에 문제가 있는 것을 새벽에 알게 되어 충전을 하지 못하고 나왔는데, 이에 대한 조치가 있으면 좋겠습니다.",1,0,0
어머니께서 친구분과 묵으셨는데 매우 만족해하셨습니다.,1,1,1
다음에 친구분과 만나게 되면 또 같은 곳으로 해달라고 하셨습니다.,1,1,1
저도 어머니 친구분 대접을 제대로 해드린 것 같아 매우 좋습니다.,1,1,1
"청소되지 않은 방을 배정받아 당황했고, 새로운 방에서도 모텔 특유의 쾌쾌한 냄새가 났습니다.",0,0,0
"다만, 그 주변 모텔 중에서는 그나마 제일 나은 편이라고 생각합니다.",0,0,0
첫 대면 시 사장님의 친절함이 매우 좋습니다.,1,1,1
"위치도 좋고 주차도 편리하며, 화장실과 방 모두 깨끗하고 주인분도 매우 친절했습니다.",1,1,1
충전기가 비치되어 있지 않아 아쉬웠습니다.,0,0,0
"분명히 디럭스 더블을 예약했는데, 스탠다드 방을 주면서 업그레이드해 주었다는 것은 무슨 경우인지 모르겠습니다.",0,0,0
이것을 실수라고 하기에는 터무니없습니다.,0,0,0
담배 냄새가 심하고 먼지가 많아 별로입니다.,0,0,0
이곳 단골입니다.,1,1,0
오랜만에 여사장님께서 방을 프리미엄으로 업그레이드해주셨습니다.,1,1,1
큰 TV로 재미있게 즐기다 갑니다.,1,1,0
상당히 친절하십니다.,1,1,1
다만 전자레인지가 각 층별로라도 있으면 좋을 것 같습니다.,1,0,0
간단하게 데우려고 해도 1층까지 카드키를 빼고 와야 하는 번거로움이 있습니다.,1,1,1
침대에서 아저씨 냄새가 납니다.,0,0,0
모두 만족스럽습니다.,1,1,1
기본적으로 비치해 주시는 수건 양을 조금만 더 늘려주시면 좋겠습니다.,1,0,0
다른 곳에 비해 이용 시간이 다소 짧아 아쉬웠습니다.,0,0,0
"화장실에서 담배 냄새가 났고, 잠잘 때 침대가 너무 뜨거워서 반팔 반바지를 입어도 더웠던 것 외에는 모두 좋았습니다.",0,0,0
사진보다 좁아 보입니다.,0,0,0
정말 깨끗하고 냄새가 전혀 나지 않아 좋았습니다.,1,1,1
나중에 전주에 놀러 가게 되면 또 마리호텔로 예약할 예정입니다.,1,1,1
객실이 훌륭합니다.,1,1,1
좋습니다.,1,1,1
북대에서 가장 깨끗합니다.,1,1,1
"객실이 깨끗하고 쾌적했으며, 어메니티 향도 좋았습니다.",1,1,1
전주에 오면 항상 방문하는 호텔입니다.,1,1,1
규모는 크지 않지만 룸 컨디션은 매우 좋습니다.,1,1,1
"한옥마을까지 도보로 40분 정도 소요되며, 주변에 스타벅스, 맥도날드 등 편의시설도 있습니다.",1,1,1
깔끔하고 조용하여 추천합니다.,1,1,1
룸과 화장실도 깨끗했고 뷰도 좋았습니다.,1,1,1
물도 넉넉하게 주시고 커피 머신도 룸 안에 있어 좋았습니다.,1,1,1
냉장고 기능도 좋았습니다.,1,1,1
"다만 방음이 조금 안되어 강제 기상한 점은 아쉽지만, 전체적으로 만족합니다.",1,1,1
전주에 가게 되면 또 가고 싶습니다.,1,1,1
"사진으로는 깨끗해 보였으나, 실제로는 어둡고 트윈룸 방이 너무 작습니다.",0,0,0
"컴퓨터 의자에 등받이가 없어 불편하고 퇴실 시간이 빠른 점이 아쉽지만, 욕조 비데가 있어 좋았습니다.",0,0,1
침대가 삐걱거리고 샤워기 걸이가 깨져 있는데 수리되어 있지 않습니다.,0,0,0
세면대 물막이도 없습니다.,0,0,0
역시 전주 신시가지 최고의 모텔입니다.,1,1,1
3명 예약하고 갔는데 추가 요금을 받았습니다.,0,0,0
"고데기와 비데가 없으며, 방음이 전혀 되지 않습니다.",0,0,0
사장님 핸드폰으로 예약하지 않으면 2만 원을 더 받습니다.,0,0,0
클럽 무료입장을 보고 갔는데 클럽은 망했습니다.,0,0,0
"모텔에서 소주를 마시려 했으나, 테이블에 피자 하나 놓으면 자리가 없었습니다.",0,0,0
모든 것이 좋았으나 방이 너무 추워 다음 날 목이 부었습니다.,0,0,0
사장님도 친절하시고 방도 깨끗해서 매우 좋았습니다.,1,1,1
"폼클렌징이 없었고, 바디워시가 채워져 있지 않아 없었습니다.",0,0,0
두 번째 방문입니다.,0,1,1
다 좋은데 욕실 배수가 여전히 안 됩니다.,0,0,0
그것 빼고는 다 만족스럽습니다.,0,1,1
"아, 중앙난방이라 잘 때 너무 더웠습니다.",0,0,0
"TV가 크고 마사지기와 컴퓨터가 있지만, 시설은 오래되었습니다.",0,0,0
침대가 최고입니다.,1,1,1
"방음이 잘 안 되고 복도에서 담배 냄새가 났지만, 잘 쉬다 갑니다.",0,0,0
객실에 담배 냄새가 심합니다.,0,0,0
다음에 또 오겠습니다.,1,1,1
감사합니다.,1,1,1
사장님이 친절하고 좋았습니다.,1,1,1
매번 가는 곳인데 이번에는 담배 냄새가 조금 났습니다.,0,0,0
방과 욕조가 넓고 좋았습니다.,1,1,1
침대도 편안합니다.,1,1,1
"방이 약간 추운 감이 있었지만, 객실이 넓어 매우 좋았습니다.",1,1,1
사진과 동일합니다.,1,0,0
"위치와 주차 편의는 매우 좋았으나, 방을 너무 작게 쪼개 놓아 옆방 소리가 다 들릴 정도로 방음이 매우 취약합니다.",0,0,0
잘못 예약했는데 바꿔주셔서 감사합니다.,1,1,1
방이 매우 춥습니다.,0,0,0
추운데 전기장판 하나로는 버티기 힘듭니다.,0,0,0
항상 좋았는데 담배 냄새가 나서 한참 동안 창문을 열고 있었습니다.,0,0,0
언제나 항상 편안하게 잘 쉬다 갑니다.,1,1,1
여기만 이용하게 됩니다.,1,1,1
오락기기도 있고 방도 넓고 시설도 너무 좋았습니다.,1,1,1
정말 추천해 드리고 싶습니다.,1,1,1
깔끔하고 좋았습니다.,1,1,1
주차장이 다소 좁습니다.,0,0,0
리모컨이 부분적으로 작동되지 않아 시간 낭비했습니다.,0,0,0
"입실 시 대실까지 예약했다고 말했음에도 불구하고, 대실 시간을 까먹어서 전화가 와서 놀랐습니다.",0,0,0
성비 좋고 친절해서 자주 이용하는데 이런 점이 아쉽습니다.,0,0,0
"저녁에는 따뜻한 물이 잘 나왔으나, 다음날 오후에는 샤워기 온수 쪽으로 많이 돌려도 찬물이 나왔습니다.",0,0,0
별로입니다.,0,0,0
냄새가 나고 샴푸도 좋지 않습니다.,0,0,0
만족합니다.,1,1,1
전주 여행 갈 때마다 숙박하는데 매우 좋습니다.,1,1,1
매우 좋습니다.,1,1,1
"욕조, 넷플릭스, 가운이 있어 매우 편안했습니다.",1,1,1
"급하게 예약했지만 편안하게 쉬다 왔고, 퇴실 시간이 12시까지라 여유로웠습니다.",1,1,1
퇴실 후 카드도 엘리베이터에 두고 가면 되어 편리했습니다.,1,0,0
시설이 많이 낡았습니다.,0,0,0
깨끗하고 따뜻해서 좋았습니다.,1,1,1
객사 중심지와도 가깝습니다.,1,1,1
"사장님을 직접 뵙지는 못했지만 전화로 친절하게 설명해주셨고, 후기가 없어 걱정했는데 좋았습니다.",1,1,1
조식에 있던 잼이 맛있었습니다.,1,1,1
물은 잘 나오나 욕실 바닥이 좋지 않습니다.,0,0,0
화장실이 너무 작아 불편했습니다.,0,0,0
넓고 조용해서 좋습니다.,1,1,1
다른 건 둘째치고 찌든 담배 냄새 때문에 구토가 날 정도였습니다.,0,0,0
저렴해서 이용했으나 두 번은 가고 싶지 않습니다.,0,0,0
출장 때마다 이용하는 곳입니다.,1,1,1
"가성비 최고에 객실 컨디션과 넓이, 스타일러 등 흠잡을 곳이 없습니다.",1,1,1
사장님도 친절하시고 좋습니다.,1,1,1
재미있게 놀고 편안하게 쉬다 갑니다.,1,1,1
이불인지 침대인지 담배 냄새가 배어 잠을 잘 못 잤습니다.,0,0,0
방에 담배 냄새가 너무 심합니다.,0,0,0
이날은 방이 추웠습니다.,0,0,0
좋았습니다.,1,1,1
만족스럽습니다.,1,1,1
현관문 쪽 방음이 전혀 되지 않아 새벽 4시 30분에 잠에서 깼습니다.,0,0,0
또한 숙소에 과자 부스러기와 머리카락이 많아 청결하지 않았습니다.,0,0,0
사장님이 매우 친절하십니다.,1,1,1
전주에 가면 다시 묵고 싶습니다.,1,1,1
깨끗하고 조용해서 좋았습니다.,1,1,1
덕분에 생일파티 잘 했습니다.,1,0,0
항상 만족합니다.,1,1,1
즐겁게 쉬다 갑니다.,1,1,1
좋습니다.,1,1,1
"자주 방문하지만, 이날은 이불에 얼룩이 있었습니다.",0,0,0
매우 만족스럽습니다.,1,1,1
전주에 오면 항상 이곳만 방문합니다.,1,1,1
방이 깨끗하고 분위기가 좋으며 접근성이 최고입니다.,1,1,1
로데오에서 멀리 떨어져 있습니다.,0,0,0
객실 침대가 너무 작습니다.,0,0,0
어메니티 냄새는 좋았습니다.,0,1,1
조식 뷔페에서 직원과 고객 모두 비닐장갑을 사용하지 않았습니다.,0,0,0
"직원들이 먼저 사용하며 고객들에게도 사용을 권해야 하는데, 모든 식기들을 맨손으로 만지는 것이 충격적이었습니다.",0,0,0
별 하나도 아깝습니다.,0,0,0
"앱으로 방 2개 예약해서 찾았는데, 이틀 전보다 5천 원씩 더 싸게 판매되었고, 들어가자마자 깜짝 놀란 것은 실내 바닥과 욕실 바닥에 여자 긴 머리카락과 벽에 음식물 튄 자국들, 먼지가 자욱하며 전 시간에 사용하고 간 사람들의 흔적들이 있었다는 것입니다.",0,0,0
"저는 일행과 산행 때문에 방을 얻었는데, 양반 도시라는 이름에 걸맞지 않게 더럽고 비위생적이며, 위 댓글 남긴 분들처럼 카운터에 계신 여자분은 완전 불친절의 극치였습니다.",0,0,0
절대 이용 불가한 업소 같습니다.,0,0,0
"아참, 제 방만 그런 것이 아니었습니다.",0,0,0
나중에 들어보니 일행 방도 그래서 여자분이 다시 들어와 대충 정리해 주었다고 합니다.,0,0,0
금요일이라 만실이었음에도 친절하고 좋았습니다.,0,1,1
"다만, 청소가 덜 되어 냉장고에 사이다가 엎질러져 있었는데 닦여 있지 않았습니다.",0,0,0
호텔처럼 깔끔하고 흠잡을 데가 없네요.,1,1,1
냉장고도 크고 음료수나 음식을 넣을 수 있는 공간이 많아서 좋습니다.,1,1,1
"이 근방에서 가격은 가장 괜찮은 편이지만, 불편한 점이 몇 가지 있었습니다.",0,0,0
"샤워가운이 없어 다시 받으러 가야 했고, 샤워기 물이 뜨거운 물과 차가운 물이 번갈아 나와 제대로 씻기 힘들었습니다.",0,0,0
화장실 휴지도 부족했습니다.,0,0,0
물 온도 문제는 반드시 개선되어야 합니다.,0,0,0
가격 대비 기본적인 서비스가 부족하여 아쉽습니다.,0,0,0
"업무 출장 시 편히 쉴 수 있는 호텔이 중요한데, 모든 면에서 만족스럽게 보낼 수 있었습니다.",1,1,0
"사장님이 친절하게 대해주셨고, 객실도 깨끗하며 위치도 좋아서 푹 잘 쉬고 왔습니다.",1,1,1
주변 상권이 모두 침체되었습니다.,0,0,0
잘 쉬다 갑니다.,1,1,1
깨끗하고 저렴한 가격에 숙박할 수 있어서 좋았습니다.,1,1,1
방음이 잘 안 되는 것이 유일한 단점입니다.,0,0,0
청소 상태가 좋지 않습니다.,0,0,0
아중리에서 가장 좋습니다.,1,1,1
화장실에서 냄새가 나서 방 공기가 좋지 않았습니다.,0,0,0
환기로 해결되는 것이 아니고 화장실 하수구에서 올라오는 냄새라 힘들었습니다.,0,0,0
객실 컨디션이 정말 좋습니다.,1,1,1
구석구석 신경 쓴 것이 느껴질 정도로 청결했습니다.,1,1,1
"어메니티도 잘 갖춰져 있었고, 냉난방 모두 잘 작동하여 편안하게 쉬다 왔습니다.",1,1,1
"시설과 청결도 모두 좋았는데, 수압이 약해서 변기가 막히는 줄 알았습니다.",0,0,0
그 부분만 수정되면 좋겠습니다.,0,0,0
즐겁게 놀다 갑니다.,1,1,1
누군가 사용하고 남겨둔 샤워 타월이 있었습니다.,0,0,0
그것 외에는 담배 냄새가 나지 않는 가정집 분위기였습니다.,0,0,0
"중화산동의 다른 모텔들은 대부분 시끄러웠지만, 산책은 조용하여 잠을 잘 잤습니다.",1,1,1
"객실은 청결하지 않고 난방이 안 되며, 수압이 일정하지 않고 욕실 바닥에 물이 고이는 등 매우 비위생적이었습니다.",0,0,0
"의류관리기는 물통을 비워야 작동했고, 침대 온도도 일정치 않아 밤새 잠을 설쳤습니다.",0,0,0
다시는 이용하고 싶지 않습니다.,0,0,0
이 가격에 깔끔하고 예쁜 인테리어에 놀랐습니다.,1,1,1
하룻밤 묵기 좋습니다.,1,1,1
난방을 에어컨으로만 해서 공기가 건조하고 시끄럽습니다.,0,0,0
"일반 객실은 세면대가 객실에만 있어서 불편했고, 완강기 위치가 애매하여 잘못하면 찌거나 다칠 가능성이 있겠습니다.",0,0,0
로비가 2층에 있어서인지 주차장과 1층 엘리베이터 타는 곳은 정리가 안 되어 어수선했습니다.,0,0,0
욕실 용품은 좋았습니다.,0,1,1
깨끗하고 좋았습니다.,1,1,1
805호 변기를 수리하세요.,0,0,0
"위치는 좋았으나, 차량 이용 시 다른 곳을 추천하며 가성비가 좋지 않습니다.",0,0,0
모니터 선이 빠져 있어 연결하니 키보드가 부서져 있었습니다.,0,0,0
담배 냄새도 너무 심했습니다.,0,0,0
친절하시고 깨끗해서 좋았습니다.,1,1,1
"비가 와서 전주 여행이 아쉬웠지만, 숙소가 마음에 들어서 다행이었습니다.",1,1,1
좋습니다.,1,1,1
깔끔하고 좋습니다.,1,1,1
"깔끔하고 좋았으나, 방에서 담배 냄새가 다소 났습니다.",0,0,0
"한국적인 분위기가 물씬 나고, 욕조가 매우 커서 좋습니다.",1,1,1
넷플릭스와 유튜브를 재미있게 시청했습니다.,1,1,1
욕조가 없고 사진과 다릅니다.,0,0,0
컴퓨터 사양이 달랐습니다.,0,0,0
청결하고 편안하게 쉬다 왔습니다.,1,1,1
아주머니도 친절하시고 자주 이용하는 곳입니다.,0,1,1
"하지만 이번 객실은 화장실 샤워기 줄에 물때가 끼어 있었고, 냉장고에서 김치 냄새가 심하게 났으며 냉장 기능도 거의 되지 않아 아쉬웠습니다.",0,0,0
불친절하고 시설이 노후되어 재방문은 어려울 것 같습니다.,0,0,0
서비스가 조금 아쉬웠지만 간단하게 쉬고 가기 좋았습니다.,1,1,1
가성비가 좋습니다.,1,1,1
객실은 생각보다 작습니다.,1,0,0
위치도 좋고 깔끔합니다.,1,1,1
리모컨에 건전지가 없었습니다.,0,0,0
좋습니다.,1,1,1
서비스도 좋고 친절하게 설명해주시며 선물도 주셔서 감사합니다.,1,1,1
바닥 난방이 잘되고 장판이 있어 따뜻하게 잘 잤습니다.,1,1,1
주차 공간도 여유로워 좋았습니다.,1,1,1
아쉬운 점은 금연 객실이 없다는 것입니다.,1,0,0
출장 때마다 가는데 약간의 시설이나 청결 상태가 만족스럽지는 않으나 대체로 만족합니다.,1,1,1
"건물 바깥쪽으로 화재가 발생하여 전기가 공급되지 않았는데, 여자 사장님께서 계단으로 올라가시며 객실 손님들을 대피시키시는 것을 보고 감동했습니다.",1,0,0
"큰 피해 없으시길 바라며, 다치지 마시고 잘 처리하시어 다음에 왔을 때 정상 영업하여 다시 뵙기를 기원합니다.",1,1,1
잘 쉬다 갑니다.,1,1,1
감사합니다.,1,1,1
처음 갔을 때보다는 별로였습니다.,0,0,0
프런트에서 전화를 받지 않아 서비스 상태를 알 수 없었습니다.,0,0,0
짐 보관은 해주셔서 좋았습니다.,0,1,1
"화장실은 매우 더럽고, 샴푸통 입구가 부러져 있었으며 샤워기는 녹이 슬어 세수하기 찝찝했습니다.",0,0,0
"방은 그나마 나았지만 먼지가 심하게 많았고, 컴퓨터 키보드 위에는 먼지가 소복하게 쌓여 있었습니다.",0,0,0
"기본적인 비품도 채워져 있지 않아 불편했고, 넷플릭스는 되지 않았습니다.",0,0,0
결국 체념했습니다.,0,0,0
청소 상태가 불량하여 머리카락과 먼지가 많아 위생 상태가 좋지 않았습니다.,0,0,0
그 외에는 모두 만족합니다.,0,1,1
입실 시 날벌레가 보였고 TV와 컴퓨터 연결이 안 되었습니다.,0,0,0
"파티 후 꽃가루가 뿌려져 있었는데, 하지도 않은 일(술, 음료수, 물을 쏟았다는 등)로 전화하여 화를 내셨습니다.",0,0,0
"밤에 계시던 직원분은 친절했지만, 아주머니는 퇴실 10분 전부터 전화하셨습니다.",0,0,0
"욕조는 삐걱거리고, 가운은 축축하며, 침대가 딱딱해서 허리가 아팠습니다.",0,0,0
사과도 드렸는데 무조건 화부터 내셨습니다.,0,0,0
따뜻하기는 했습니다.,0,0,0
매번 이용하고 있습니다.,0,1,1
잘 쉬다 갑니다.,0,1,1
그런데 올 때마다 충전기가 잘 안 됩니다.,0,0,0
"첫 방문 때 만족하여 재방문했으나, 이번에는 침대에 정체불명의 털이 너무 많았습니다.",0,0,0
위층 소음이 있습니다.,0,0,0
TV로 다양한 프로그램을 볼 수 있어서 매우 좋습니다.,1,1,1
깔끔했지만 락스 냄새인지 역한 냄새가 났습니다.,0,0,0
와이파이가 다소 아쉬웠습니다.,0,0,0
전주 최고의 숙소라고 생각합니다.,1,1,1
"침대 없는 방을 이용했는데 매우 넓고 좋았으며, 화장실도 2개라 매우 만족했습니다.",1,1,1
다음에 전주에 놀러 가면 또 예약할 곳입니다.,1,1,1
"그리고 가장 중요한 것은 도보로 객리단길, 한옥마을 등을 모두 갈 수 있다는 점이 가장 좋았습니다.",1,1,1
편히 잘 쉬다가 갑니다.,1,1,1
넷플릭스가 나오지 않아 아쉬웠습니다.,0,0,0
매우 깔끔하고 좋습니다.,1,1,1
화장실이 아쉬운 점을 제외하고는 괜찮습니다.,0,0,0
욕실이 침실과 개방되어 있어 추웠습니다.,0,0,0
전주에서 가장 깔끔합니다.,1,1,1
깨끗하고 좋습니다.,1,1,1
주차장이 좁고 엘리베이터가 없어 불편했습니다.,0,0,0
"깨끗하고 좋지만, 방음이 다소 아쉽습니다.",1,0,0
방음은 생각보다 괜찮았습니다.,1,1,1
사장님이 친절하셨고 뜨거운 물이 잘 나와서 좋았습니다.,1,1,1
매트리스도 매우 푹신하여 추천합니다.,1,1,1
체크인하자마자 겨울 날씨에 두꺼운 옷을 입고 창문을 열어 3시간 동안 담배 냄새를 환기했습니다.,0,0,0
다행히 그 외에는 만족했습니다.,0,0,0
"침구류도 깨끗하고 깔끔했으며, 창문은 3중창이었습니다.",0,1,1
밤에 남자친구와 야외 스파를 하려다가 바퀴벌레를 보고 실내 스파를 이용했습니다.,0,0,0
깨끗하고 좋습니다.,1,1,1
항상 잘 이용하고 있습니다.,1,1,1
몸만 가면 됩니다.,1,1,0
흡연실과 외부 배달 가능하며 어메니티도 좋습니다.,1,1,1
"주변 분위기가 좋지 않아 불안했지만, 외관과 방이 매우 깔끔하여 만족스러웠습니다.",1,1,1
입실 시간 기준으로 욕실 바닥 청소가 미흡하고 물때가 많았습니다.,0,0,0
침구류 또한 청결하지 못했습니다.,0,0,0
드라이어 사용 중 스파크가 튀며 터졌습니다.,0,0,0
